Mods count: 382
 
jar name                                                                     | mod id (isMCreator)                                          | mixin configs
    /META-INF/jars/fabric-rendering-fluids-v1-3.0.28+1802ada577.jar          | fabric-rendering-fluids-v1                                   | fabric-rendering-fluids-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.11+fb82e9d777.jar          | fabric-resource-loader-v0                                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
soulslike-weaponry-1.2.4-1.20.1-fabric.jar                                   | soulsweapons                                                 | soulsweapons.mixins.json
spell_engine-0.15.10+1.20.1.jar                                              | spell_engine                                                 | spell_engine.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
Spell_Engine_OPAC_Compat-1.0.0.jar                                           | spell-engine-openpac-compat                                  | spell-engine-openpac-compat.mixins.json
spell_power-0.12.0+1.20.1.jar                                                | spell_power                                                  | spell_power.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
spellbladenext-1.20.4.jar                                                    | spellbladenext                                               | spellbladenext.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
    /META-INF/jars/cardinal-components-base-5.2.2.jar                        | cardinal-components-base                                     | 
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                      | cardinal-components-entity                                   | mixins.cardinal_components_entity.json
starlight-1.1.2+fabric.dbc156f.jar                                           | starlight                                                    | starlight.mixins.json
Steam_Rails-1.7.2+fabric-mc1.20.1.jar                                        | railways                                                     | railways.mixins.json, railways-common.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                       | mm                                                           | mixins.mm.json, mixins.mm.refmap.json
structure_pool_api-1.0+1.20.1.jar                                            | structure_pool_api                                           | structure_pool.mixins.json
structurecredits-LASTVERSION.jar                                             | structurecredits                                             | structurecredits-common.mixins.json, structurecredits.mixins.json
styled-chat-2.2.4+1.20.1.jar                                                 | styledchat                                                   | styledchat.mixins.json
    /META-INF/jars/predicate-api-0.1.2+1.20.jar                              | predicate-api                                                | 
    /META-INF/jars/placeholder-api-2.1.4+1.20.1.jar                          | placeholder-api                                              | 
    /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                   | fabric-permissions-api-v0                                    | 
    /META-INF/jars/player-data-api-0.2.2+1.19.3.jar                          | player-data-api                                              | playerdataapi.mixins.json
styledplayerlist-3.1.1+1.20.1.jar                                            | styledplayerlist                                             | styledplayerlist.mixins.json
    /META-INF/jars/predicate-api-0.1.2+1.20.jar                              | predicate-api                                                | 
    /META-INF/jars/placeholder-api-2.1.1+1.20.jar                            | placeholder-api                                              | 
    /META-INF/jars/player-data-api-0.2.2+1.19.3.jar                          | player-data-api                                              | playerdataapi.mixins.json
    /META-INF/jars/fabric-permissions-api-0.1-SNAPSHOT.jar                   | fabric-permissions-api-v0                                    | 
supplementaries-1.20-3.1.43-fabric.jar                                       | supplementaries                                              | supplementaries-common.mixins.json, supplementaries.mixins.json
TerraBlender-fabric-1.20.1-3.0.1.10.jar                                      | terrablender                                                 | terrablender_fabric.mixins.json, terrablender.mixins.json
    /META-INF/jars/core-3.6.7.jar                                            | com_electronwill_night-config_core                           | 
    /META-INF/jars/toml-3.6.7.jar                                            | com_electronwill_night-config_toml                           | 
Terralith_1.20.x_v2.5.4.jar                                                  | terralith                                                    | 
thaumon-fabric-2.3.0+1.20.1.jar                                              | thaumon                                                      | thaumon-common.mixins.json, thaumon-fabric.mixins.json
The_Graveyard_3.1_(FABRIC)_for_1.20.1.jar                                    | graveyard                                                    | graveyard-fabric.mixins.json, graveyard-common.mixins.json
things-0.3.3+1.20.jar                                                        | things                                                       | things.mixins.json
    /META-INF/jars/lavender-0.1.0-pre.18+1.20.jar                            | lavender                                                     | lavender.mixins.json
        /META-INF/jars/core-0.1.0-pre.3+1.20.jar                             | lavender-md                                                  | 
        /META-INF/jars/owo-ui-0.1.0-pre.3+1.20.jar                           | lavender-md-owo-ui                                           | lavender-md-owo-ui.mixins.json
    /META-INF/jars/owo-sentinel-0.11.2+1.20.jar                              | owo-sentinel                                                 | 
    /META-INF/jars/reach-entity-attributes-2.3.3-pre.2.jar                   | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
tidal-towns-1.3.4.jar                                                        | mr_tidal_towns                                               | 
Tierify-FABRIC-1.20.1-1.2.0.jar                                              | tiered                                                       | tiered.mixins.json
    /META-INF/jars/autotag-2.0.2+1.20.jar                                    | autotag-convention                                           | 
        /META-INF/jars/autotag-api-2.0.2+1.20.jar                            | autotag                                                      | autotag.mixins.json
    /META-INF/jars/autotag-api-2.0.2+1.20.jar                                | autotag                                                      | autotag.mixins.json
    /META-INF/jars/jackson-annotations-2.15.2.jar                            | com_fasterxml_jackson_core_jackson-annotations               | 
    /META-INF/jars/jackson-core-2.15.2.jar                                   | com_fasterxml_jackson_core_jackson-core                      | 
    /META-INF/jars/jackson-databind-2.15.2.jar                               | com_fasterxml_jackson_core_jackson-databind                  | 
    /META-INF/jars/libz-1.0.2+1.20.1.jar                                     | libz                                                         | libz.mixins.json
        /META-INF/jars/jackson-annotations-2.15.2.jar                        | com_fasterxml_jackson_core_jackson-annotations               | 
        /META-INF/jars/jackson-core-2.15.2.jar                               | com_fasterxml_jackson_core_jackson-core                      | 
        /META-INF/jars/jackson-databind-2.15.2.jar                           | com_fasterxml_jackson_core_jackson-databind                  | 
    /META-INF/jars/reach-entity-attributes-2.4.0.jar                         | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
tinypaper-fabric-1.20.1-1.0.1.jar                                            | tinypaper                                                    | 
toms_storage_fabric-1.20-1.7.1.jar                                           | toms_storage                                                 | 
    /META-INF/jars/cloth-config-fabric-11.1.136.jar                          | cloth-config                                                 | 
        /META-INF/jars/basic-math-0.6.1.jar                                  | cloth-basic-math                                             | 
toms_trading_network-fabric-1.20-0.3.0.jar                                   | toms_trading_network                                         | 
toofast-fabric-1.20-1.2.0.jar                                                | toofast                                                      | toofast.mixins.json
tooltipfix-1.1.1-1.20.jar                                                    | tooltipfix                                                   | tooltipfix.mixins.json
totw_additions-1.3.0-1.20.x-fabric.jar                                       | totw_additions                                               | 
trade-cycling-fabric-1.20.1-1.0.7.jar                                        | trade_cycling                                                | trade_cycling.mixins.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a82.jar                     | fabric-api-base                                              | 
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da82.jar           | fabric-key-binding-api-v1                                    | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b82.jar          | fabric-lifecycle-events-v1                                   | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.8+b3afc78b82.jar             | fabric-networking-api-v1                                     | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.7+f7923f6d82.jar           | fabric-resource-loader-v0                                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-screen-api-v1-2.0.6+b3afc78b82.jar                 | fabric-screen-api-v1                                         | fabric-screen-api-v1.mixins.json
transmog-fabric-1.3.0+1.20.jar                                               | transmog                                                     | mixins.transmog.common.json, mixins.transmog.fabric.json
trashslot-fabric-1.20-15.1.1.jar                                             | trashslot                                                    | trashslot.mixins.json
travelersbackpack-fabric-1.20.1-9.1.37.jar                                   | travelersbackpack                                            | travelersbackpack.mixins.json
    /META-INF/jars/reach-entity-attributes-2.4.0.jar                         | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
TravelersTitles-1.20-Fabric-4.0.2.jar                                        | travelerstitles                                              | travelerstitles_fabric.mixins.json, travelerstitles.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
tridents_n_stuff-0.2.0+1.20.1.jar                                            | tridents_n_stuff                                             | tridents_n_stuff.mixins.json
    /META-INF/jars/fzzy_config-0.2.4+1.20.1.jar                              | fzzy_config                                                  | fzzy_config.mixins.json
        /META-INF/jars/jankson-1.2.3.jar                                     | blue_endless_jankson                                         | 
        /META-INF/jars/tomlkt-jvm-0.3.7.jar                                  | net_peanuuutz_tomlkt_tomlkt-jvm                              | 
trinkets-3.7.2.jar                                                           | trinkets                                                     | trinkets.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.0.jar                        | cardinal-components-base                                     | 
    /META-INF/jars/cardinal-components-entity-5.2.0.jar                      | cardinal-components-entity                                   | mixins.cardinal_components_entity.json
triqueapi-mc1.20.1-1.1.0.jar                                                 | triqueapi                                                    | 
UniversalBoneMeal-v8.0.1-1.20.1-Fabric.jar                                   | universalbonemeal                                            | 
unsafe-world-random-access-detector-1.1.0.jar                                | unsafe-world-random-access-detector                          | unsafe-world-random-access-detector.mixins.json
vanilla-permissions-0.2.9+1.20.1.jar                                         | vanilla-permissions                                          | vanilla-permissions.mixins.json
    /META-INF/jars/fabric-permissions-api-0.3.1.jar                          | fabric-permissions-api-v0                                    | 
vanish-1.5.5+1.20.1.jar                                                      | melius-vanish                                                | vanish.mixins.json
    /META-INF/jars/fabric-permissions-api-0.3.1.jar                          | fabric-permissions-api-v0                                    | 
    /META-INF/jars/placeholder-api-2.1.3+1.20.1.jar                          | placeholder-api                                              | 
    /META-INF/jars/player-data-api-0.2.2+1.19.3.jar                          | player-data-api                                              | playerdataapi.mixins.json
    /META-INF/jars/server-translations-api-2.0.0+1.20.jar                    | server_translations_api                                      | server_translations_api.mixin.json
        /META-INF/jars/packet-tweaker-0.4.0+1.19.4.jar                       | packet_tweaker                                               | packettweaker.mixins.json
variantbarrels-3.4.1.jar                                                     | variantbarrels                                               | variantbarrels.mixins.json
variantbeehives-1.2.jar                                                      | variantbeehives                                              | variantbeehives.mixins.json
variantbookshelves-2.3.8.jar                                                 | variantbookshelves                                           | 
variantchiseledbookshelves-1.3.8.jar                                         | variantchiseledbookshelves                                   | 
variantcomposters-2.4.1.jar                                                  | variantcomposters                                            | variantcomposters.mixins.json
variantfletchingtables-1.2.1.jar                                             | variantfletchingtables                                       | variantfletchingtables.mixins.json
variantlecterns-1.0.jar                                                      | variantlecterns                                              | variantlecterns.mixins.json
variantshields-2.1.jar                                                       | variantshields                                               | variantshields.mixins.json
vcinteraction-1.20.1-1.0.5.jar                                               | vcinteraction                                                | 
    /META-INF/jars/fabric-api-base-0.4.30+7abfd51577.jar                     | fabric-api-base                                              | 
    /META-INF/jars/fabric-content-registries-v0-4.0.10+57aed33f77.jar        | fabric-content-registries-v0                                 | fabric-content-registries-v0.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.9+132c48c177.jar           | fabric-resource-loader-v0                                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-registry-sync-v0-2.3.2+4df89eb277.jar              | fabric-registry-sync-v0                                      | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.21+b3afc78b77.jar          | fabric-lifecycle-events-v1                                   | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/polymer-reg-sync-manipulator-0.5.0+1.20.jar               | polymer-registry-sync-manipulator                            | polymer-rsm.mixins.json
villagerconfig-4.1.2+1.20.1.jar                                              | villagerconfig                                               | villagerconfig.mixins.json
    /META-INF/jars/config2brigadier-fabric-1.2.5.jar                         | config2brigadier                                             | 
    /META-INF/jars/fabric-api-base-0.4.30+7abfd51577.jar                     | fabric-api-base                                              | 
    /META-INF/jars/fabric-command-api-v2-2.2.12+b3afc78b77.jar               | fabric-command-api-v2                                        | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.21+b3afc78b77.jar          | fabric-lifecycle-events-v1                                   | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.9+132c48c177.jar           | fabric-resource-loader-v0                                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-transitive-access-wideners-v1-4.3.0+6c31357e77.jar | fabric-transitive-access-wideners-v1                         | 
    /META-INF/jars/fiber-0.23.0-2.jar                                        | fiber                                                        | 
voicechat-fabric-1.20.1-2.5.30.jar                                           | voicechat                                                    | voicechat.mixins.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a82.jar                     | fabric-api-base                                              | 
    /META-INF/jars/fabric-command-api-v2-2.2.11+b3afc78b82.jar               | fabric-command-api-v2                                        | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-1.0.36+fb8d95da82.jar           | fabric-key-binding-api-v1                                    | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b82.jar          | fabric-lifecycle-events-v1                                   | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.8+b3afc78b82.jar             | fabric-networking-api-v1                                     | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.7+f7923f6d82.jar           | fabric-resource-loader-v0                                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
walljump-fabric-1.20.1-1.4.4.jar                                             | walljump                                                     | walljump.mixins.json
    /META-INF/jars/fabric-language-kotlin-1.10.10+kotlin.1.9.10.jar          | fabric-language-kotlin                                       | 
        /META-INF/jars/atomicfu-jvm-0.22.0.jar                               | org_jetbrains_kotlinx_atomicfu-jvm                           | 
        /META-INF/jars/kotlin-reflect-1.9.10.jar                             | org_jetbrains_kotlin_kotlin-reflect                          | 
        /META-INF/jars/kotlin-stdlib-1.9.10.jar                              | org_jetbrains_kotlin_kotlin-stdlib                           | 
        /META-INF/jars/kotlin-stdlib-jdk7-1.9.10.jar                         | org_jetbrains_kotlin_kotlin-stdlib-jdk7                      | 
        /META-INF/jars/kotlin-stdlib-jdk8-1.9.10.jar                         | org_jetbrains_kotlin_kotlin-stdlib-jdk8                      | 
        /META-INF/jars/kotlinx-coroutines-core-jvm-1.7.3.jar                 | org_jetbrains_kotlinx_kotlinx-coroutines-core-jvm            | 
        /META-INF/jars/kotlinx-coroutines-jdk8-1.7.3.jar                     | org_jetbrains_kotlinx_kotlinx-coroutines-jdk8                | 
        /META-INF/jars/kotlinx-datetime-jvm-0.4.0.jar                        | org_jetbrains_kotlinx_kotlinx-datetime-jvm                   | 
        /META-INF/jars/kotlinx-serialization-cbor-jvm-1.6.0.jar              | org_jetbrains_kotlinx_kotlinx-serialization-cbor-jvm         | 
        /META-INF/jars/kotlinx-serialization-core-jvm-1.6.0.jar              | org_jetbrains_kotlinx_kotlinx-serialization-core-jvm         | 
        /META-INF/jars/kotlinx-serialization-json-jvm-1.6.0.jar              | org_jetbrains_kotlinx_kotlinx-serialization-json-jvm         | 
    /META-INF/jars/keybind-fix-1.0.0.jar                                     | keybind_fix                                                  | keybind_fix.mixins.json
    /META-INF/jars/owner-1.0.12.jar                                          | org_aeonbits_owner_owner                                     | 
wardentools-2.5.0+mc1.20.1.jar                                               | wardentools                                                  | 
waterballoon-fabric-1.20.1-1.0.1.jar                                         | waterballoon                                                 | regutils-ofhj0pz-com-nyfaria-waterballoon-registration.mixins.json, waterballoon.mixins.json
wetlands-1.2-1.20.1.jar                                                      | wetlands                                                     | wetlands.mixins.json
WI-Zoom-1.6-MC1.20.1.jar                                                     | wi_zoom                                                      | wi-zoom.mixins.json
winterly-0.9.3+1.20.jar                                                      | winterly                                                     | winterly.mixins.json
    /META-INF/jars/cardinal-components-world-5.2.1.jar                       | cardinal-components-world                                    | mixins.cardinal_components_world.json
wizards-1.3.0+1.20.1.jar                                                     | wizards                                                      | wizards.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
    /META-INF/jars/structure-pool-api-1.0+1.20.1.jar                         | structure_pool_api                                           | structure_pool.mixins.json
wraith-waystones-3.3.3+mc1.20.1.jar                                          | fwaystones                                                   | fwaystones.mixins.json
    /META-INF/jars/owo-sentinel-0.11.0+1.20.jar                              | owo-sentinel                                                 | 
wthit-fabric-8.16.3.jar                                                      | wthit                                                        | wthit.mixins.json
xaerominimap-fabric-1.20.1-25.3.12.jar                                       | xaerominimap                                                 | xaerohud.mixins.json, xaerohud.fabric.mixins.json, xaerominimap.fabric.mixins.json, xaerominimap.mixins.json
    /META-INF/jars/xaerolib-fabric-1.20.1-1.1.15.jar                         | xaerolib                                                     | xaerolib.fabric.mixins.json, xaerolib.mixins.json
xaeroworldmap-fabric-1.20.1-1.40.16.jar                                      | xaeroworldmap                                                | xaeroworldmap.mixins.json, xaeroworldmap.fabric.mixins.json
    /META-INF/jars/xaerolib-fabric-1.20.1-1.1.15.jar                         | xaerolib                                                     | xaerolib.fabric.mixins.json, xaerolib.mixins.json
YeehawTowns-1.0.1-1.20.1-fabric.jar                                          | yeehaw_towns                                                 | 
yet-another-furniture-1.0pre3+fabric-1.20.1.jar                              | yaf                                                          | yaf.mixins.json, yaf-common.mixins.json
    /META-INF/jars/midnightlib-1.4.1-fabric.jar                              | midnightlib                                                  | midnightlib.mixins.json
yet_another_config_lib_v3-3.6.6+1.20.1-fabric.jar                            | yet_another_config_lib_v3                                    | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jars/common-image-3.12.0.jar                                   | com_twelvemonkeys_common_common-image                        | 
    /META-INF/jars/common-io-3.12.0.jar                                      | com_twelvemonkeys_common_common-io                           | 
    /META-INF/jars/common-lang-3.12.0.jar                                    | com_twelvemonkeys_common_common-lang                         | 
    /META-INF/jars/gson-0.2.1.jar                                            | org_quiltmc_parsers_gson                                     | 
    /META-INF/jars/imageio-core-3.12.0.jar                                   | com_twelvemonkeys_imageio_imageio-core                       | 
    /META-INF/jars/imageio-metadata-3.12.0.jar                               | com_twelvemonkeys_imageio_imageio-metadata                   | 
    /META-INF/jars/imageio-webp-3.12.0.jar                                   | com_twelvemonkeys_imageio_imageio-webp                       | 
    /META-INF/jars/json-0.2.1.jar                                            | org_quiltmc_parsers_json                                     | 
YungsApi-1.20-Fabric-4.0.6.jar                                               | yungsapi                                                     | yungsapi.mixins.json, yungsapi_fabric.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
    /META-INF/jars/javassist-3.29.2-GA.jar                                   | org_javassist_javassist                                      | 
YungsBetterCaves-1.20.1-Fabric-2.0.5.jar                                     | bettercaves                                                  | bettercaves.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterDesertTemples-1.20-Fabric-3.0.3.jar                               | betterdeserttemples                                          | betterdeserttemples.mixins.json, betterdeserttemples_fabric.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterDungeons-1.20-Fabric-4.0.4.jar                                    | betterdungeons                                               | betterdungeons_fabric.mixins.json, betterdungeons.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterEndIsland-1.20-Fabric-2.0.6.jar                                   | betterendisland                                              | betterendisland_fabric.mixins.json, betterendisland.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterJungleTemples-1.20-Fabric-2.0.5.jar                               | betterjungletemples                                          | betterjungletemples.mixins.json, betterjungletemples_fabric.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterMineshafts-1.20-Fabric-4.0.4.jar                                  | bettermineshafts                                             | bettermineshafts_fabric.mixins.json, bettermineshafts.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterNetherFortresses-1.20-Fabric-2.0.6.jar                            | betterfortresses                                             | betterfortresses_fabric.mixins.json, betterfortresses.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterOceanMonuments-1.20-Fabric-3.0.4.jar                              | betteroceanmonuments                                         | betteroceanmonuments_fabric.mixins.json, betteroceanmonuments.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterStrongholds-1.20-Fabric-4.0.3.jar                                 | betterstrongholds                                            | betterstrongholds_fabric.mixins.json, betterstrongholds.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBetterWitchHuts-1.20-Fabric-3.0.3.jar                                   | betterwitchhuts                                              | betterwitchhuts_fabric.mixins.json, betterwitchhuts.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsBridges-1.20-Fabric-4.0.3.jar                                           | yungsbridges                                                 | yungsbridges.mixins.json, yungsbridges_fabric.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
YungsCaveBiomes-1.20.1-Fabric-2.0.5.jar                                      | yungscavebiomes                                              | yungscavebiomes_fabric.mixins.json, yungscavebiomes.mixins.json
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
zenith_attributes-0.2.10.jar                                                 | zenith_attributes                                            | zenith_attributes.mixins.json
    /META-INF/jars/AdditionalEntityAttributes-1.7.6+1.20.1.jar               | additionalentityattributes                                   | additionalentityattributes.mixins.json
    /META-INF/jars/PlayerAbilityLib-1.8.0.jar                                | playerabilitylib                                             | mixins.playerabilitylib.common.json
    /META-INF/jars/attributes-2.3.4+1.20.1.jar                               | porting_lib_attributes                                       | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_core-2.3.4+1.20.1.jar                     | porting_lib_core                                             | 
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                     | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
    /META-INF/jars/cardinal-components-base-5.2.2.jar                        | cardinal-components-base                                     | 
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                      | cardinal-components-entity                                   | mixins.cardinal_components_entity.json
    /META-INF/jars/common-2.3.4+1.20.1.jar                                   | porting_lib_common                                           | porting_lib_common.mixins.json
        /META-INF/jars/porting_lib_core-2.3.4+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/entity-2.3.4+1.20.1.jar                                   | porting_lib_entity                                           | porting_lib_entity.mixins.json
        /META-INF/jars/porting_lib_mixin_extensions-2.3.4+1.20.1.jar         | porting_lib_mixin_extensions                                 | porting_lib_mixin_extensions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.4+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/extensions-2.3.4+1.20.1.jar                               | porting_lib_extensions                                       | porting_lib_extensions.mixins.json
        /META-INF/jars/porting_lib_accessors-2.3.4+1.20.1.jar                | porting_lib_accessors                                        | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_attributes-2.3.4+1.20.1.jar               | porting_lib_attributes                                       | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_common-2.3.4+1.20.1.jar                   | porting_lib_common                                           | porting_lib_common.mixins.json
        /META-INF/jars/porting_lib_core-2.3.4+1.20.1.jar                     | porting_lib_core                                             | 
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                     | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
    /META-INF/jars/reach-entity-attributes-2.4.0.jar                         | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
