Mods count: 382
 
jar name                                                                     | mod id (isMCreator)                                          | mixin configs
darkmenu-fabric-1.20.1-1.1.9.jar                                             | darkmenu                                                     | 
darkmining-fabric-1.20.1-1.1.8.jar                                           | darkmining                                                   | 
darksleep-fabric-1.20.1-1.0.0.jar                                            | darksleep                                                    | 
darksmelting-fabric-1.20.1-1.1.3.jar                                         | darksmelting                                                 | 
darksmithing-fabric-1.20.1-1.1.2.jar                                         | darksmithing                                                 | 
darkstarter-fabric-1.20.1-1.1.4.jar                                          | darkstarter                                                  | 
darktimer-fabric-1.20.1-1.1.9.jar                                            | darktimer                                                    | 
darkzoom-fabric-1.20.1-1.0.6.jar                                             | darkzoom                                                     | 
death_knights-fabric-1.0.0-1.20.1.jar                                        | death_knights                                                | death_knights.mixins.json
doubledoors-1.20.1-7.2.jar                                                   | doubledoors                                                  | doubledoors_forge.mixins.json, doubledoors_fabric.mixins.json
doublejumpattribute-1.0.9.jar                                                | doublejumpattribute                                          | doublejumpattribute.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.2.jar                        | cardinal-components-base                                     | 
    /META-INF/jars/cardinal-components-entity-5.2.2.jar                      | cardinal-components-entity                                   | mixins.cardinal_components_entity.json
dragonloot-1.1.4.jar                                                         | dragonloot                                                   | dragonloot.mixins.json
DramaticDoors-QuiFabrge-1.20.1-3.3.3.jar                                     | dramaticdoors                                                | fabric-dramaticdoors_fabric.mixins.json, forge-dramaticdoors.mixins.json, forge-dramaticdoors_forge.mixins.json, fabric-dramaticdoors.mixins.json
drippyloadingscreen_fabric_3.0.12_MC_1.20.1.jar                              | drippyloadingscreen                                          | drippyloadingscreen.fabric.mixins.json, drippyloadingscreen.mixins.json
druids-0.9.8.0.jar                                                           | druids                                                       | druids.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
DungeonsArise-1.20.x-2.1.58-fabric-release.jar                               | dungeons_arise                                               | 
DungeonsAriseSevenSeas-1.20.x-1.0.2-fabric.jar                               | dungeons_arise_seven_seas                                    | dungeons_arise_seven_seas.mixins.json
Durability101-fabric-1.20-0.0.5.jar                                          | durability101                                                | durability101.client.mixins.json
dynamictrim-1.4.1-fabric+1.20.1.jar                                          | dynamictrim                                                  | dynamictrim-common.mixins.json, dynamictrim.mixins 2.json, dynamictrim.mixins.json, dynamictrim-common.mixins 2.json
elemental_wizards_rpg-1.1.4.jar                                              | elemental_wizards_rpg                                        | elemental_wizards_rpg.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
    /META-INF/jars/structure-pool-api-1.0+1.20.1.jar                         | structure_pool_api                                           | structure_pool.mixins.json
emi-1.1.22+1.20.1+fabric.jar                                                 | emi                                                          | emi-fabric.mixins.json, emi.mixins.json
emi_loot-0.7.6+1.20.1+fabric.jar                                             | emi_loot                                                     | emi_loot.mixins.json
emitrades-fabric-1.2.1+mc1.20.1.jar                                          | emitrades                                                    | 
    /META-INF/jars/json-0.2.1.jar                                            | org_quiltmc_parsers_json                                     | 
emotecraft-for-MC1.20.1-2.2.7-b.build.50-fabric.jar                          | emotecraft                                                   | emotecraft-arch.mixins.json, emotecraft.mixins.json
    /META-INF/jars/bendy-lib-fabric-4.0.0.jar                                | bendy-lib                                                    | bendylib.mixins.json
    /META-INF/jars/player-animation-lib-fabric-1.0.2-rc1+1.20.jar            | player-animator                                              | playerAnimator-common.mixins.json
enchanted-vertical-slabs-2.2.1-backport1.20.1-fabric-mc1.20.1.jar            | evs                                                          | evs.fabric.mixins.json, evs.mixins.json
EnchantedToolTips-1.3.7-1.20.jar                                             | enchantedtooltips                                            | 
    /META-INF/jars/kyrptconfig-1.5.6-1.20.jar                                | kyrptconfig                                                  | 
entityculling-fabric-1.8.0-mc1.20.1.jar                                      | entityculling                                                | entityculling.mixins.json, entityculling.refmap.mixins.json
    /META-INF/jars/TRender-1.0.4-1.20.1-fabric-SNAPSHOT.jar                  | trender                                                      | trender.mixins.json, trender.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.2-1.20.1-fabric-SNAPSHOT.jar               | transition                                                   | transition.mixins.json, transition.refmap.mixins.json
EpheroLib-1.20.1-FABRIC-1.2.0.jar                                            | epherolib                                                    | epherolib-root.mixins.json, epherolib.mixins.json
eternal_attributes-fabric-1.0.0-1.20.1.jar                                   | eternal_attributes                                           | eternal_attributes.mixins.json
ExplorersCompass-1.20.1-2.2.3-fabric.jar                                     | explorerscompass                                             | explorerscompass.mixins.json
expores-1.0.0+mc1.20.1.jar                                                   | expores                                                      | 
extrakeybinds-0.5.0+1.17-1.19.4.jar                                          | extrakeybinds                                                | 
extraorigins-1.20-8.jar                                                      | extraorigins                                                 | extraorigins.mixins.json
extraspellattributes-1.2.11.jar                                              | extraspellattributes                                         | extraspellattributes.mixins.json
extrasponges-1.5.0.jar                                                       | extrasponges                                                 | 
fabric-api-0.92.9+1.20.1.jar                                                 | fabric-api                                                   | 
    /META-INF/jars/fabric-api-base-0.92.9.jar                                | fabric-api-base                                              | 
    /META-INF/jars/fabric-api-lookup-api-v1-0.92.9.jar                       | fabric-api-lookup-api-v1                                     | fabric-api-lookup-api-v1.mixins.json
    /META-INF/jars/fabric-biome-api-v1-0.92.9.jar                            | fabric-biome-api-v1                                          | fabric-biome-api-v1.mixins.json
    /META-INF/jars/fabric-block-api-v1-0.92.9.jar                            | fabric-block-api-v1                                          | fabric-block-api-v1.mixins.json
    /META-INF/jars/fabric-block-view-api-v2-0.92.9.jar                       | fabric-block-view-api-v2                                     | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
    /META-INF/jars/fabric-blockrenderlayer-v1-0.92.9.jar                     | fabric-blockrenderlayer-v1                                   | fabric-blockrenderlayer-v1.mixins.json
    /META-INF/jars/fabric-client-tags-api-v1-0.92.9.jar                      | fabric-client-tags-api-v1                                    | 
    /META-INF/jars/fabric-command-api-v1-0.92.9.jar                          | fabric-command-api-v1                                        | 
    /META-INF/jars/fabric-command-api-v2-0.92.9.jar                          | fabric-command-api-v2                                        | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-commands-v0-0.92.9.jar                             | fabric-commands-v0                                           | 
    /META-INF/jars/fabric-containers-v0-0.92.9.jar                           | fabric-containers-v0                                         | fabric-containers-v0.accurate.mixins.json, fabric-containers-v0.mixins.json
    /META-INF/jars/fabric-content-registries-v0-0.92.9.jar                   | fabric-content-registries-v0                                 | fabric-content-registries-v0.mixins.json
    /META-INF/jars/fabric-convention-tags-v1-0.92.9.jar                      | fabric-convention-tags-v1                                    | 
    /META-INF/jars/fabric-crash-report-info-v1-0.92.9.jar                    | fabric-crash-report-info-v1                                  | fabric-crash-report-info-v1.mixins.json
    /META-INF/jars/fabric-data-attachment-api-v1-0.92.9.jar                  | fabric-data-attachment-api-v1                                | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
    /META-INF/jars/fabric-data-generation-api-v1-0.92.9.jar                  | fabric-data-generation-api-v1                                | fabric-data-generation-api-v1.mixins.json, fabric-data-generation-api-v1.client.mixins.json
    /META-INF/jars/fabric-dimensions-v1-0.92.9.jar                           | fabric-dimensions-v1                                         | fabric-dimensions-v1.mixins.json
    /META-INF/jars/fabric-entity-events-v1-0.92.9.jar                        | fabric-entity-events-v1                                      | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
    /META-INF/jars/fabric-events-interaction-v0-0.92.9.jar                   | fabric-events-interaction-v0                                 | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jars/fabric-events-lifecycle-v0-0.92.9.jar                     | fabric-events-lifecycle-v0                                   | 
    /META-INF/jars/fabric-game-rule-api-v1-0.92.9.jar                        | fabric-game-rule-api-v1                                      | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
    /META-INF/jars/fabric-item-api-v1-0.92.9.jar                             | fabric-item-api-v1                                           | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
    /META-INF/jars/fabric-item-group-api-v1-0.92.9.jar                       | fabric-item-group-api-v1                                     | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
    /META-INF/jars/fabric-key-binding-api-v1-0.92.9.jar                      | fabric-key-binding-api-v1                                    | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/fabric-keybindings-v0-0.92.9.jar                          | fabric-keybindings-v0                                        | 
    /META-INF/jars/fabric-lifecycle-events-v1-0.92.9.jar                     | fabric-lifecycle-events-v1                                   | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-loot-api-v2-0.92.9.jar                             | fabric-loot-api-v2                                           | fabric-loot-api-v2.mixins.json
    /META-INF/jars/fabric-loot-tables-v1-0.92.9.jar                          | fabric-loot-tables-v1                                        | fabric-loot-tables-v1.mixins.json
    /META-INF/jars/fabric-message-api-v1-0.92.9.jar                          | fabric-message-api-v1                                        | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
    /META-INF/jars/fabric-mining-level-api-v1-0.92.9.jar                     | fabric-mining-level-api-v1                                   | fabric-mining-level-api-v1.mixins.json
    /META-INF/jars/fabric-model-loading-api-v1-0.92.9.jar                    | fabric-model-loading-api-v1                                  | fabric-model-loading-api-v1.mixins.json
    /META-INF/jars/fabric-models-v0-0.92.9.jar                               | fabric-models-v0                                             | 
    /META-INF/jars/fabric-networking-api-v1-0.92.9.jar                       | fabric-networking-api-v1                                     | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
    /META-INF/jars/fabric-networking-v0-0.92.9.jar                           | fabric-networking-v0                                         | 
    /META-INF/jars/fabric-object-builder-api-v1-0.92.9.jar                   | fabric-object-builder-api-v1                                 | fabric-object-builder-v1.mixins.json, fabric-object-builder-v1.client.mixins.json
    /META-INF/jars/fabric-particles-v1-0.92.9.jar                            | fabric-particles-v1                                          | fabric-particles-v1.client.mixins.json
    /META-INF/jars/fabric-recipe-api-v1-0.92.9.jar                           | fabric-recipe-api-v1                                         | fabric-recipe-api-v1.mixins.json
    /META-INF/jars/fabric-registry-sync-v0-0.92.9.jar                        | fabric-registry-sync-v0                                      | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
    /META-INF/jars/fabric-renderer-api-v1-0.92.9.jar                         | fabric-renderer-api-v1                                       | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jars/fabric-renderer-indigo-0.92.9.jar                         | fabric-renderer-indigo                                       | fabric-renderer-indigo.mixins.json
    /META-INF/jars/fabric-renderer-registries-v1-0.92.9.jar                  | fabric-renderer-registries-v1                                | 
    /META-INF/jars/fabric-rendering-data-attachment-v1-0.92.9.jar            | fabric-rendering-data-attachment-v1                          | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
    /META-INF/jars/fabric-rendering-fluids-v1-0.92.9.jar                     | fabric-rendering-fluids-v1                                   | fabric-rendering-fluids-v1.mixins.json
    /META-INF/jars/fabric-rendering-v0-0.92.9.jar                            | fabric-rendering-v0                                          | 
    /META-INF/jars/fabric-rendering-v1-0.92.9.jar                            | fabric-rendering-v1                                          | fabric-rendering-v1.mixins.json
    /META-INF/jars/fabric-resource-conditions-api-v1-0.92.9.jar              | fabric-resource-conditions-api-v1                            | fabric-resource-conditions-api-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.92.9.jar                      | fabric-resource-loader-v0                                    | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
    /META-INF/jars/fabric-screen-api-v1-0.92.9.jar                           | fabric-screen-api-v1                                         | fabric-screen-api-v1.mixins.json
    /META-INF/jars/fabric-screen-handler-api-v1-0.92.9.jar                   | fabric-screen-handler-api-v1                                 | fabric-screen-handler-api-v1.mixins.json
    /META-INF/jars/fabric-sound-api-v1-0.92.9.jar                            | fabric-sound-api-v1                                          | fabric-sound-api-v1.mixins.json
    /META-INF/jars/fabric-transfer-api-v1-0.92.9.jar                         | fabric-transfer-api-v1                                       | fabric-transfer-api-v1.mixins.json
    /META-INF/jars/fabric-transitive-access-wideners-v1-0.92.9.jar           | fabric-transitive-access-wideners-v1                         | 
fabric-language-kotlin-1.13.4+kotlin.2.2.0.jar                               | fabric-language-kotlin                                       | 
    /META-INF/jars/atomicfu-jvm-0.28.0.jar                                   | org_jetbrains_kotlinx_atomicfu-jvm                           | 
    /META-INF/jars/kotlin-reflect-2.2.0.jar                                  | org_jetbrains_kotlin_kotlin-reflect                          | 
    /META-INF/jars/kotlin-stdlib-2.2.0.jar                                   | org_jetbrains_kotlin_kotlin-stdlib                           | 
    /META-INF/jars/kotlin-stdlib-jdk7-2.2.0.jar                              | org_jetbrains_kotlin_kotlin-stdlib-jdk7                      | 
    /META-INF/jars/kotlin-stdlib-jdk8-2.2.0.jar                              | org_jetbrains_kotlin_kotlin-stdlib-jdk8                      | 
    /META-INF/jars/kotlinx-coroutines-core-jvm-1.10.2.jar                    | org_jetbrains_kotlinx_kotlinx-coroutines-core-jvm            | 
    /META-INF/jars/kotlinx-coroutines-jdk8-1.10.2.jar                        | org_jetbrains_kotlinx_kotlinx-coroutines-jdk8                | 
    /META-INF/jars/kotlinx-datetime-jvm-0.6.2.jar                            | org_jetbrains_kotlinx_kotlinx-datetime-jvm                   | 
    /META-INF/jars/kotlinx-io-bytestring-jvm-0.7.0.jar                       | org_jetbrains_kotlinx_kotlinx-io-bytestring-jvm              | 
    /META-INF/jars/kotlinx-io-core-jvm-0.7.0.jar                             | org_jetbrains_kotlinx_kotlinx-io-core-jvm                    | 
    /META-INF/jars/kotlinx-serialization-cbor-jvm-1.8.1.jar                  | org_jetbrains_kotlinx_kotlinx-serialization-cbor-jvm         | 
    /META-INF/jars/kotlinx-serialization-core-jvm-1.8.1.jar                  | org_jetbrains_kotlinx_kotlinx-serialization-core-jvm         | 
    /META-INF/jars/kotlinx-serialization-json-jvm-1.8.1.jar                  | org_jetbrains_kotlinx_kotlinx-serialization-json-jvm         | 
fabric-seasons-2.4.2-BETA+1.20.jar                                           | seasons                                                      | seasons.mixins.json
fabric-seasons-croptopia-2.2.2-compat-1.0.jar                                | seasonscroptopiacompat                                       | seasonscroptopiacompat.mixins.json
fabric-seasons-delight-1.3.9-compat-1.0.jar                                  | seasonsdelightcompat                                         | seasonsdelightcompat.mixins.json
fabric-seasons-extras-1.3.2-BETA+1.20.jar                                    | seasonsextras                                                | seasonsextraspatchouli.mixins.json
fakerlib-0.1.4.jar                                                           | fakerlib                                                     | fakerlib.mixins.json
fancymenu_fabric_3.6.2_MC_1.20.1.jar                                         | fancymenu                                                    | fancymenu.fabric.mixins.json, fancymenu.mixins.json
    /META-INF/jars/animated-gif-lib-for-java-animated-gif-lib-1.7.jar        | com_github_rtyley_animated-gif-lib-for-java                  | 
    /META-INF/jars/japng-0.5.3.jar                                           | com_github_keksuccino_japng                                  | 
fantasy_armor-fabric-1.2.4-1.20.1.jar                                        | fantasy_armor                                                | fantasy_armor.mixins.json
fantasy_weapons-fabric-0.3.1-1.20.1.jar                                      | fantasy_weapons                                              | 
FarmersDelight-1.20.1-2.4.0+refabricated.jar                                 | farmersdelight                                               | farmersdelight.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                       | mm                                                           | mixins.mm.json, mixins.mm.refmap.json
    /META-INF/jars/accessors-2.3.8+1.20.1.jar                                | porting_lib_accessors                                        | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/base-2.3.8+1.20.1.jar                                     | porting_lib_base                                             | porting_lib_base.mixins.json
        /META-INF/jars/porting_lib_tool_actions-2.3.8+1.20.1.jar             | porting_lib_tool_actions                                     | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_transfer-2.3.8+1.20.1.jar                 | porting_lib_transfer                                         | porting_lib_transfer.mixins.json
        /META-INF/jars/porting_lib_utility-2.3.8+1.20.1.jar                  | porting_lib_utility                                          | 
        /META-INF/jars/porting_lib_tags-2.3.8+1.20.1.jar                     | porting_lib_tags                                             | porting_lib_tags.mixins.json
        /META-INF/jars/toml-3.6.6.jar                                        | com_electronwill_night-config_toml                           | 
        /META-INF/jars/porting_lib_fluids-2.3.8+1.20.1.jar                   | porting_lib_fluids                                           | porting_lib_fluids.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                     | reach-entity-attributes                                      | mixins.reach-entity-attributes.json
        /META-INF/jars/porting_lib_attributes-2.3.8+1.20.1.jar               | porting_lib_attributes                                       | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_mixin_extensions-2.3.8+1.20.1.jar         | porting_lib_mixin_extensions                                 | porting_lib_mixin_extensions.mixins.json
        /META-INF/jars/porting_lib_entity-2.3.8+1.20.1.jar                   | porting_lib_entity                                           | porting_lib_entity.mixins.json
        /META-INF/jars/porting_lib_config-2.3.8+1.20.1.jar                   | porting_lib_config                                           | porting_lib_config.mixins.json
        /META-INF/jars/porting_lib_lazy_registration-2.3.8+1.20.1.jar        | porting_lib_lazy_registration                                | 
        /META-INF/jars/porting_lib_accessors-2.3.8+1.20.1.jar                | porting_lib_accessors                                        | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_gui_utils-2.3.8+1.20.1.jar                | porting_lib_gui_utils                                        | porting_lib_gui_utils.mixins.json
        /META-INF/jars/core-3.6.6.jar                                        | com_electronwill_night-config_core                           | 
        /META-INF/jars/porting_lib_extensions-2.3.8+1.20.1.jar               | porting_lib_extensions                                       | porting_lib_extensions.mixins.json
        /META-INF/jars/porting_lib_common-2.3.8+1.20.1.jar                   | porting_lib_common                                           | porting_lib_common.mixins.json
    /META-INF/jars/config-2.3.8+1.20.1.jar                                   | porting_lib_config                                           | porting_lib_config.mixins.json
        /META-INF/jars/toml-3.6.6.jar                                        | com_electronwill_night-config_toml                           | 
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
        /META-INF/jars/core-3.6.6.jar                                        | com_electronwill_night-config_core                           | 
    /META-INF/jars/lazy_registration-2.3.8+1.20.1.jar                        | porting_lib_lazy_registration                                | 
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/loot-2.3.8+1.20.1.jar                                     | porting_lib_loot                                             | porting_lib_loot.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
        /META-INF/jars/porting_lib_lazy_registration-2.3.8+1.20.1.jar        | porting_lib_lazy_registration                                | 
    /META-INF/jars/networking-2.3.8+1.20.1.jar                               | porting_lib_networking                                       | 
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/recipe_book_categories-2.3.8+1.20.1.jar                   | porting_lib_recipe_book_categories                           | porting_lib_recipe_book_categories.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/tags-2.3.8+1.20.1.jar                                     | porting_lib_tags                                             | porting_lib_tags.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
    /META-INF/jars/tool_actions-2.3.8+1.20.1.jar                             | porting_lib_tool_actions                                     | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.8+1.20.1.jar                     | porting_lib_core                                             | 
farsight-fabric-1.20.1-4.3.jar                                               | farsight                                                     | farsight.mixins.json
    /META-INF/jars/jctools-core-4.0.1.jar                                    | org_jctools_jctools-core                                     | 
fastboot-1.20.x-1.2fabric.jar                                                | fastboot                                                     | fastboot.mixins.json
fastpaintings-1.20-1.2.7-fabric.jar                                          | fastpaintings                                                | fastpaintings.mixins.json
ferritecore-6.0.1-fabric.jar                                                 | ferritecore                                                  | ferritecore.modelsides.mixin.json, ferritecore.mrl.mixin.json, ferritecore.dedupbakedquad.mixin.json, ferritecore.threaddetec.mixin.json, ferritecore.fabric.mixin.json, ferritecore.dedupmultipart.mixin.json, ferritecore.blockstatecache.mixin.json, ferritecore.predicates.mixin.json, ferritecore.fastmap.mixin.json
forcecrawl-fabric-1.20-1.0.4.jar                                             | forcecrawl                                                   | forcecrawl.mixins.json
forcemaster-class-mod-1.1.1.jar                                              | forcemaster_rpg                                              | forcemaster-class-mod.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
ForgeConfigAPIPort-v8.0.2-1.20.1-Fabric.jar                                  | forgeconfigapiport                                           | forgeconfigapiport.common.mixins.json
framework-fabric-1.20.1-0.7.15.jar                                           | framework                                                    | framework.mixins.json
    /META-INF/jars/core-3.6.6.jar                                            | com_electronwill_night-config_core                           | 
    /META-INF/jars/javassist-3.29.2-GA.jar                                   | org_javassist_javassist                                      | 
    /META-INF/jars/reflections-0.10.2.jar                                    | org_reflections_reflections                                  | 
    /META-INF/jars/toml-3.6.6.jar                                            | com_electronwill_night-config_toml                           | 
full-slabs-3.4.0.jar                                                         | full_slabs                                                   | full_slabs.mixins.json
    /META-INF/jars/Statement-4.2.8.jar                                       | statement                                                    | statement.mixins.json
        /META-INF/jars/KanosConfig-0.4.1.jar                                 | kanos_config                                                 | 
        /META-INF/jars/StatementVanillaCompatibility-1.0.1+1.14.4-1.15.2.jar | statement_vanilla_compatibility                              | 
        /META-INF/jars/StatementVanillaCompatibility-1.0.1-1.16.5-1.17.jar   | statement_vanilla_compatibility                              | 
fzzy_config-0.7.0+1.20.1.jar                                                 | fzzy_config                                                  | fzzy_config.mixins.json
    /META-INF/jars/fabric-permissions-api-0.3.1.jar                          | fabric-permissions-api-v0                                    | 
    /META-INF/jars/jankson-1.2.3.jar                                         | blue_endless_jankson                                         | 
    /META-INF/jars/tomlkt-jvm-0.3.7.jar                                      | net_peanuuutz_tomlkt_tomlkt-jvm                              | 
fzzy_core-0.5.1+1.20.1.jar                                                   | fzzy_core                                                    | fzzy_core.mixins.json
gazebo-1.1.1+1.20.1.jar                                                      | gazebo                                                       | gazebo.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
    /META-INF/jars/structure-pool-api-1.0+1.20.1.jar                         | structure_pool_api                                           | structure_pool.mixins.json
gear_core-0.3.8+1.20.1.jar                                                   | gear_core                                                    | gear_core.mixins.json
geckolib-fabric-1.20.1-4.7.2.jar                                             | geckolib                                                     | geckolib.mixins.json
    /META-INF/jars/mclib-20.jar                                              | com_eliotlash_mclib_mclib                                    | 
geode_plus-fabric-1.2.5-1.20.1.jar                                           | geode_plus                                                   | regutils-ctz79l9-net-yeoxuhang-geode_plus-reg.mixins.json, geode_plus.mixins.json, geode_plus.fabric.mixins.json
Geophilic v3.4.2 f15-80.mod.jar                                              | geophilic                                                    | 
getittogetherdrops-fabric-1.20-1.3.1.jar                                     | getittogetherdrops                                           | getittogetherdrops.mixins.json
giftsofgiving-fabric-1.20.1-1.1.1.jar                                        | giftsofgiving                                                | regutils-cce2txm-com-nyfaria-nyfsmultiloader-registration.mixins.json, giftsofgiving.mixins.json
globalpacks-fabric-1.20.1-19.3.5.jar                                         | mod_id                                                       | globalpacks.mixins.json
    /META-INF/jars/core-3.8.0.jar                                            | com_electronwill_night-config_core                           | 
    /META-INF/jars/toml-3.8.0.jar                                            | com_electronwill_night-config_toml                           | 
Golden Berries-fabric-1.20.1-1.1.4.jar                                       | goldenberry                                                  | goldenberry.mixins.json, goldenberry.fabric.mixins.json
gpumemleakfix-fabric-1.20.1-1.8.jar                                          | gpumemleakfix                                                | gpumemleakfix.mixins.json
grind-enchantments-3.1.4+1.20.1.jar                                          | grindenchantments                                            | grindenchantments.mixins.json
    /META-INF/jars/codec-config-api-3.0.1+1.20.1.jar                         | codec-config-api                                             | codec-config-api.mixins.json
handcrafted-fabric-1.20.1-3.0.6.jar                                          | handcrafted                                                  | handcrafted.mixins.json, handcrafted-common.mixins.json
harvest-with-ease-fabric-1.20.1-9.4.0.jar                                    | harvest_with_ease                                            | harvest_with_ease.fabric.mixins.json, harvest_with_ease.mixins.json
held-item-info-1.5.0.jar                                                     | held-item-info                                               | held-item-info.mixins.json
imbued_gear-0.4.0+1.20.1.jar                                                 | imbued_gear                                                  | imbued_gear.mixins.json
    /META-INF/jars/trinkets-3.7.0.jar                                        | trinkets                                                     | trinkets.mixins.json
        /META-INF/jars/cardinal-components-base-5.2.0.jar                    | cardinal-components-base                                     | 
        /META-INF/jars/cardinal-components-entity-5.2.0.jar                  | cardinal-components-entity                                   | mixins.cardinal_components_entity.json
immersive_paintings-0.6.8+1.20.1-fabric.jar                                  | immersive_paintings                                          | immersive_paintings.mixin.json
indium-1.0.36+mc1.20.1.jar                                                   | indium                                                       | indium.mixins.json
interiors-1.20.1-fabric-0.6.0.jar                                            | interiors                                                    | interiors.mixins.json
inventoryhud.fabric.1.20.1-3.4.26.jar                                        | inventoryhud                                                 | inventoryhud.mixins.json
InventorySorter-1.9.0-1.20.jar                                               | inventorysorter                                              | 
    /META-INF/jars/kyrptconfig-1.5.6-1.20.jar                                | kyrptconfig                                                  | 
invoke-0.2.4.jar                                                             | invoke                                                       | invoke.mixins.json, invoke.client.mixins.json
InvView-1.4.12-1.20+.jar                                                     | invview                                                      | invview.mixins.json
    /META-INF/jars/sgui-1.2.2+1.20.jar                                       | sgui                                                         | sgui.mixins.json
    /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                   | fabric-permissions-api-v0                                    | 
iris-1.7.6+mc1.20.1.jar                                                      | iris                                                         | mixins.iris.compat.sodium.json, iris-batched-entity-rendering.mixins.json, mixins.iris.devenvironment.json, mixins.iris.fixes.maxfpscrash.json, mixins.iris.json, mixins.iris.fantastic.json, mixins.iris.integrationtest.json, mixins.iris.vertexformat.json, mixins.iris.compat.indigo.json, mixins.iris.bettermipmaps.json, mixins.iris.compat.indium.json
    /META-INF/jars/antlr4-runtime-4.13.1.jar                                 | org_antlr_antlr4-runtime                                     | 
    /META-INF/jars/fabric-api-base-0.4.31+1802ada577.jar                     | fabric-api-base                                              | 
    /META-INF/jars/fabric-key-binding-api-v1-1.0.37+1802ada577.jar           | fabric-key-binding-api-v1                                    | fabric-key-binding-api-v1.mixins.json
    /META-INF/jars/glsl-transformer-2.0.1.jar                                | io_github_douira_glsl-transformer                            | 
    /META-INF/jars/jcpp-1.4.14.jar                                           | org_anarres_jcpp                                             | 
ironchests-5.0.2-fabric.jar                                                  | ironchests                                                   | 
    /META-INF/jars/resourcefullib-fabric-1.20-2.0.6.jar                      | resourcefullib                                               | resourcefullib.mixins.json
        /META-INF/jars/yabn-1.0.3.jar                                        | com_teamresourceful_yabn                                     | 
jei-1.20.1-fabric-15.20.0.106.jar                                            | jei                                                          | jei.mixins.json
Jewelry-1.3.7+1.20.1.jar                                                     | jewelry                                                      | jewelry.mixins.json
    /META-INF/jars/TinyConfig-2.3.2.jar                                      | com_github_zsoltmolnarrr_tinyconfig                          | 
    /META-INF/jars/structure-pool-api-1.0+1.20.1.jar                         | structure_pool_api                                           | structure_pool.mixins.json
kevslibrary-1.1.2.jar                                                        | kevslibrary                                                  | 
kevstierifymodifiers-1.5.6.jar                                               | kevstierifymodifiers                                         | 
